# solver_fvmcc_F90::
# Nonequilibrium flo
# Primitive variable
#               "xc"                 "u"                 "v"                 "T"                "Te"                 "p"               "rho"                "h0"                "Mf"                 x_N                 x_O                x_NO                x_N2                x_O2               rho_N               rho_O              rho_NO              rho_N2              rho_O2
   0.1004312150E+001   -0.2890031870E+002    0.3567959507E+004    0.7451475878E+004    0.7546570931E+004    0.2254661528E+005    0.5486406700E-002    0.3765213687E+008    0.1110687372E-001    0.7313702907E+000    0.2242536453E+000    0.3841302098E-003    0.4398842307E-001    0.3510722861E-005    0.3728014121E-002    0.1305712659E-002    0.4194618065E-005    0.4484444186E-003    0.4088223651E-007
   0.1004361350E+001   -0.2934034409E+002    0.3580260048E+004    0.7465540212E+004    0.7560625676E+004    0.2254651084E+005    0.5468900680E-002    0.3776657885E+008    0.1125606664E-001    0.7330797840E+000    0.2238963033E+000    0.3748204467E-003    0.4264566191E-001    0.3430313520E-005    0.3729671022E-002    0.1301170102E-002    0.4085227835E-005    0.4339344581E-003    0.3987043399E-007
   0.1004411100E+001   -0.2978499773E+002    0.3592488529E+004    0.7479479590E+004    0.7574514825E+004    0.2254641055E+005    0.5451782962E-002    0.3787824358E+008    0.1140687911E-001    0.7347391730E+000    0.2235445433E+000    0.3657751035E-003    0.4134715622E-001    0.3352302937E-005    0.3731130198E-002    0.1296698928E-002    0.3979193663E-005    0.4199357510E-003    0.3889093025E-007
   0.1004461400E+001   -0.3023424856E+002    0.3604644418E+004    0.7493284219E+004    0.7588233598E+004    0.2254630383E+005    0.5435053833E-002    0.3798710496E+008    0.1155931412E-001    0.7363485772E+000    0.2231985091E+000    0.3569950786E-003    0.4009264196E-001    0.3276681900E-005    0.3732396564E-002    0.1292300427E-002    0.3876504421E-005    0.4064423936E-003    0.3794342026E-007
   0.1004512300E+001   -0.3068841973E+002    0.3616739404E+004    0.7506957629E+004    0.7601788102E+004    0.2254619695E+005    0.5418701584E-002    0.3809327587E+008    0.1171349140E-001    0.7379096666E+000    0.2228580100E+000    0.3484728780E-003    0.3888064712E-001    0.3203371388E-005    0.3733478983E-002    0.1287972614E-002    0.3777054217E-005    0.3934359054E-003    0.3702675636E-007
   0.1004563750E+001   -0.3114701245E+002    0.3628761912E+004    0.7520476537E+004    0.7615151925E+004    0.2254609452E+005    0.5402745801E-002    0.3819670381E+008    0.1186925447E-001    0.7394211141E+000    0.2225235171E+000    0.3402174522E-003    0.3771201887E-001    0.3132436547E-005    0.3734384140E-002    0.1283721832E-002    0.3680929127E-005    0.3809227583E-003    0.3614159289E-007
   0.1004615700E+001   -0.3160961951E+002    0.3640701014E+004    0.7533818673E+004    0.7628307935E+004    0.2254598985E+005    0.5387200878E-002    0.3829717452E+008    0.1202648158E-001    0.7408819227E+000    0.2221954558E+000    0.3322357323E-003    0.3658732183E-001    0.3063924741E-005    0.3735117958E-002    0.1279553254E-002    0.3588189643E-005    0.3689061876E-003    0.3528834429E-007
   0.1004668250E+001   -0.3207701961E+002    0.3652579458E+004    0.7546999585E+004    0.7641277482E+004    0.2254587429E+005    0.5372036609E-002    0.3839487225E+008    0.1218544897E-001    0.7422952737E+000    0.2218733125E+000    0.3245113680E-003    0.3550390476E-001    0.2997679555E-005    0.3735688281E-002    0.1275460083E-002    0.3498626451E-005    0.3573551540E-003    0.3446489864E-007
   0.1004721400E+001   -0.3254911433E+002    0.3664398151E+004    0.7560009144E+004    0.7654056851E+004    0.2254576830E+005    0.5357259981E-002    0.3848978594E+008    0.1234613496E-001    0.7436614744E+000    0.2215572152E+000    0.3170437781E-003    0.3446133299E-001    0.2933683431E-005    0.3736105933E-002    0.1271445255E-002    0.3412218697E-005    0.3462629034E-003    0.3367092220E-007
   0.1004775100E+001   -0.3302546572E+002    0.3676146401E+004    0.7572825216E+004    0.7666630463E+004    0.2254565552E+005    0.5342881962E-002    0.3858182677E+008    0.1250840638E-001    0.7449797366E+000    0.2212475630E+000    0.3098383389E-003    0.3345999014E-001    0.2871971620E-005    0.3736375997E-002    0.1267513164E-002    0.3329009193E-005    0.3356308848E-003    0.3290668412E-007
   0.1004829400E+001   -0.3350643145E+002    0.3687835970E+004    0.7585449902E+004    0.7679006740E+004    0.2254554174E+005    0.5328891423E-002    0.3867108274E+008    0.1267239780E-001    0.7462517989E+000    0.2209441675E+000    0.3028866130E-003    0.3249833455E-001    0.2812462859E-005    0.3736507871E-002    0.1263661987E-002    0.3248884818E-005    0.3254405095E-003    0.3217104523E-007
   0.1004884300E+001   -0.3399193068E+002    0.3699467684E+004    0.7597873221E+004    0.7691182275E+004    0.2254542723E+005    0.5315289404E-002    0.3875755734E+008    0.1283809462E-001    0.7474781787E+000    0.2206471287E+000    0.2961868342E-003    0.3157575061E-001    0.2755135155E-005    0.3736509795E-002    0.1259893270E-002    0.3171809398E-005    0.3156830655E-003    0.3146359763E-007
   0.1004939750E+001   -0.3448152522E+002    0.3711032634E+004    0.7610074806E+004    0.7703143561E+004    0.2254531588E+005    0.5302088734E-002    0.3884118670E+008    0.1300536276E-001    0.7486584393E+000    0.2203567906E+000    0.2897425121E-003    0.3069232759E-001    0.2700015072E-005    0.3736390875E-002    0.1256211850E-002    0.3097808198E-005    0.3063574167E-003    0.3078453738E-007
   0.1004995800E+001   -0.3497563131E+002    0.3722541884E+004    0.7622056308E+004    0.7714898525E+004    0.2254519222E+005    0.5289273607E-002    0.3892206203E+008    0.1317435937E-001    0.7497943366E+000    0.2200729637E+000    0.2835445647E-003    0.2984650813E-001    0.2647013892E-005    0.3736157061E-002    0.1252614777E-002    0.3026760246E-005    0.2974448769E-003    0.3013263109E-007
   0.1005052550E+001   -0.3547496443E+002    0.3734016750E+004    0.7633828767E+004    0.7726459621E+004    0.2254506831E+005    0.5276825434E-002    0.3900038671E+008    0.1334534007E-001    0.7508883967E+000    0.2197952460E+000    0.2775798600E-003    0.2903618141E-001    0.2596011480E-005    0.3735818034E-002    0.1249097920E-002    0.2958502896E-005    0.2889214713E-003    0.2950630277E-007
   0.1005109900E+001   -0.3597863605E+002    0.3745438997E+004    0.7645362150E+004    0.7737795685E+004    0.2254495305E+005    0.5264768211E-002    0.3907606778E+008    0.1351801569E-001    0.7519393367E+000    0.2195242059E+000    0.2718560425E-003    0.2826205430E-001    0.2547067435E-005    0.3735384029E-002    0.1245669230E-002    0.2893111479E-005    0.2807929340E-003    0.2890618387E-007
   0.1005167850E+001   -0.3648663687E+002    0.3756809576E+004    0.7656647841E+004    0.7748904352E+004    0.2254482566E+005    0.5253095909E-002    0.3914903878E+008    0.1369239803E-001    0.7529479569E+000    0.2192598951E+000    0.2663692178E-003    0.2752327870E-001    0.2500143730E-005    0.3734860173E-002    0.1242328531E-002    0.2830526002E-005    0.2730483469E-003    0.2833167357E-007
   0.1005226450E+001   -0.3699930561E+002    0.3768140307E+004    0.7667687061E+004    0.7759793802E+004    0.2254470234E+005    0.5241801308E-002    0.3921938713E+008    0.1386861553E-001    0.7539158820E+000    0.2190021429E+000    0.2611109296E-003    0.2681840902E-001    0.2455164159E-005    0.3734256946E-002    0.1239074842E-002    0.2770639883E-005    0.2656710982E-003    0.2778175683E-007
   0.1005285650E+001   -0.3751620759E+002    0.3779423405E+004    0.7678462507E+004    0.7770453686E+004    0.2254457694E+005    0.5230890876E-002    0.3928708370E+008    0.1404653342E-001    0.7548431250E+000    0.2187512098E+000    0.2560813512E-003    0.2614717166E-001    0.2412126961E-005    0.3733582097E-002    0.1235911390E-002    0.2713442853E-005    0.2586566897E-003    0.2725630807E-007
   0.1005345500E+001   -0.3803771960E+002    0.3790669926E+004    0.7688975551E+004    0.7780891938E+004    0.2254444477E+005    0.5220352563E-002    0.3935221759E+008    0.1422629433E-001    0.7557313107E+000    0.2185069215E+000    0.2512718147E-003    0.2550812500E-001    0.2370955312E-005    0.3732842442E-002    0.1232836010E-002    0.2658824948E-005    0.2519885315E-003    0.2675429287E-007
   0.1005406000E+001   -0.3856379524E+002    0.3801882219E+004    0.7699218804E+004    0.7791107792E+004    0.2254431600E+005    0.5210186840E-002    0.3941482174E+008    0.1440789521E-001    0.7565812746E+000    0.2182693136E+000    0.2466778664E-003    0.2490040238E-001    0.2331609083E-005    0.3732047554E-002    0.1229849964E-002    0.2606726635E-005    0.2456563199E-003    0.2627514879E-007
   0.1005467150E+001   -0.3909442148E+002    0.3813061949E+004    0.7709185308E+004    0.7801100547E+004    0.2254417988E+005    0.5200388955E-002    0.3947493241E+008    0.1459134514E-001    0.7573938898E+000    0.2180384115E+000    0.2422947540E-003    0.2432310991E-001    0.2294046286E-005    0.3731203469E-002    0.1226953247E-002    0.2557083277E-005    0.2396493378E-003    0.2581827228E-007
   0.1005529000E+001   -0.3962995219E+002    0.3824220261E+004    0.7718876317E+004    0.7810877680E+004    0.2254404227E+005    0.5190950231E-002    0.3953263355E+008    0.1477677829E-001    0.7581706545E+000    0.2178140562E+000    0.2381143346E-003    0.2377491678E-001    0.2258196975E-005    0.3730318021E-002    0.1224144426E-002    0.2509794445E-005    0.2339526068E-003    0.2538274424E-007
   0.1005591500E+001   -0.4016994412E+002    0.3835350802E+004    0.7728278051E+004    0.7820431279E+004    0.2254390775E+005    0.5181876450E-002    0.3958791898E+008    0.1496405385E-001    0.7589118387E+000    0.2175964414E+000    0.2341350878E-003    0.2325536076E-001    0.2224050256E-005    0.3729400004E-002    0.1221426385E-002    0.2464835085E-005    0.2285602571E-003    0.2496836479E-007
   0.1005654650E+001   -0.4071441556E+002    0.3846455609E+004    0.7737385458E+004    0.7829761736E+004    0.2254376529E+005    0.5173161416E-002    0.3964083430E+008    0.1515319092E-001    0.7596184014E+000    0.2173855625E+000    0.2303514215E-003    0.2276349306E-001    0.2191556135E-005    0.3728454759E-002    0.1218798659E-002    0.2422133202E-005    0.2234612902E-003    0.2457445330E-007
   0.1005718550E+001   -0.4126414192E+002    0.3857554015E+004    0.7746207411E+004    0.7838883652E+004    0.2254361591E+005    0.5164788855E-002    0.3969150283E+008    0.1534446965E-001    0.7602923157E+000    0.2171810985E+000    0.2267522461E-003    0.2229767293E-001    0.2160616887E-005    0.3727487843E-002    0.1216257494E-002    0.2381556875E-005    0.2186377609E-003    0.2419977152E-007
   0.1005783150E+001   -0.4181866070E+002    0.3868640547E+004    0.7754732243E+004    0.7847787417E+004    0.2254347495E+005    0.5156765553E-002    0.3973995481E+008    0.1553774019E-001    0.7609339304E+000    0.2169832116E+000    0.2233352443E-003    0.2185739148E-001    0.2131212082E-005    0.3726509078E-002    0.1213805877E-002    0.2343075176E-005    0.2140836793E-003    0.2384403595E-007
   0.1005848400E+001   -0.4237757794E+002    0.3879708858E+004    0.7762950094E+004    0.7856458666E+004    0.2254332608E+005    0.5149089314E-002    0.3978625350E+008    0.1573287654E-001    0.7615437351E+000    0.2167920276E+000    0.2200972978E-003    0.2144203670E-001    0.2103315265E-005    0.3725522821E-002    0.1211444590E-002    0.2306645286E-005    0.2097917516E-003    0.2350685979E-007
   0.1005914350E+001   -0.4294129398E+002    0.3890770146E+004    0.7770864483E+004    0.7864905817E+004    0.2254317477E+005    0.5141750758E-002    0.3983040078E+008    0.1593002805E-001    0.7621231687E+000    0.2166073686E+000    0.2170301353E-003    0.2105035571E-001    0.2076855929E-005    0.3724535231E-002    0.1209171822E-002    0.2272169306E-005    0.2057483480E-003    0.2318735215E-007
   0.1005981000E+001   -0.4350981504E+002    0.3901827116E+004    0.7778473056E+004    0.7873131171E+004    0.2254302063E+005    0.5134744935E-002    0.3987244836E+008    0.1612920665E-001    0.7626731857E+000    0.2164292003E+000    0.2141279780E-003    0.2068143420E-001    0.2051785146E-005    0.3723551920E-002    0.1206987189E-002    0.2239577407E-005    0.2019433631E-003    0.2288488227E-007
   0.1006048400E+001   -0.4408354768E+002    0.3912890197E+004    0.7785779330E+004    0.7881143014E+004    0.2254285862E+005    0.5128060795E-002    0.3991247771E+008    0.1633056388E-001    0.7631951130E+000    0.2162573574E+000    0.2113830306E-003    0.2033411848E-001    0.2028036629E-005    0.3722576721E-002    0.1204888440E-002    0.2208777257E-005    0.1983642578E-003    0.2259861045E-007
   0.1006116550E+001   -0.4466246778E+002    0.3923962517E+004    0.7792781621E+004    0.7888943821E+004    0.2254269937E+005    0.5121695933E-002    0.3995053905E+008    0.1653409971E-001    0.7636898509E+000    0.2160918041E+000    0.2087897219E-003    0.2000754970E-001    0.2005563375E-005    0.3721616442E-002    0.1202875716E-002    0.2179703562E-005    0.1950017428E-003    0.2232794983E-007
   0.1006185400E+001   -0.4524618070E+002    0.3935038798E+004    0.7799474391E+004    0.7896531011E+004    0.2254253717E+005    0.5115647934E-002    0.3998665970E+008    0.1673968340E-001    0.7641579904E+000    0.2159326045E+000    0.2063440419E-003    0.1970107667E-001    0.1984332025E-005    0.3720675515E-002    0.1200949457E-002    0.2152307387E-005    0.1918485824E-003    0.2207246536E-007
   0.1006254950E+001   -0.4583472692E+002    0.3946122024E+004    0.7805858248E+004    0.7903908294E+004    0.2254237156E+005    0.5109910296E-002    0.4002089788E+008    0.1694733640E-001    0.7646005091E+000    0.2157796867E+000    0.2040399277E-003    0.1941379996E-001    0.1964291505E-005    0.3719758166E-002    0.1199108691E-002    0.2126517736E-005    0.1888950899E-003    0.2183151760E-007
   0.1006325300E+001   -0.4642893206E+002    0.3957229839E+004    0.7811942649E+004    0.7911089343E+004    0.2254219250E+005    0.5104466848E-002    0.4005335583E+008    0.1715735654E-001    0.7650189365E+000    0.2156327718E+000    0.2018684458E-003    0.1914447781E-001    0.1945365728E-005    0.3718865511E-002    0.1197349459E-002    0.2102231079E-005    0.1861280417E-003    0.2160416139E-007
   0.1006396400E+001   -0.4702838461E+002    0.3968358768E+004    0.7817724302E+004    0.7918072981E+004    0.2254202610E+005    0.5099321270E-002    0.4008406505E+008    0.1736960431E-001    0.7654138704E+000    0.2154918959E+000    0.1998255210E-003    0.1889248061E-001    0.1927520914E-005    0.3718006162E-002    0.1195673458E-002    0.2079401996E-005    0.1835408582E-003    0.2138999786E-007
   0.1006468250E+001   -0.4763314760E+002    0.3979510069E+004    0.7823205180E+004    0.7924863035E+004    0.2254184021E+005    0.5094459671E-002    0.4011308211E+008    0.1758410780E-001    0.7657862216E+000    0.2153569768E+000    0.1979054122E-003    0.1865698554E-001    0.1910708795E-005    0.3717178134E-002    0.1194077847E-002    0.2057961389E-005    0.1811245403E-003    0.2118840148E-007
   0.1006540900E+001   -0.4824362656E+002    0.3990695458E+004    0.7828391307E+004    0.7931468594E+004    0.2254166170E+005    0.5089878273E-002    0.4014048233E+008    0.1780101511E-001    0.7661371224E+000    0.2152278393E+000    0.1961012808E-003    0.1843704210E-001    0.1894871453E-005    0.3716388327E-002    0.1192561807E-002    0.2037833685E-005    0.1788693069E-003    0.2099868984E-007
   0.1006614300E+001   -0.4885947134E+002    0.4001909561E+004    0.7833282217E+004    0.7937889634E+004    0.2254147406E+005    0.5085569489E-002    0.4016630363E+008    0.1802020608E-001    0.7664672146E+000    0.2151044782E+000    0.1944088041E-003    0.1823201839E-001    0.1879973035E-005    0.3715637192E-002    0.1191124177E-002    0.2018967708E-005    0.1767683322E-003    0.2082040645E-007
   0.1006688500E+001   -0.4948112605E+002    0.4013162894E+004    0.7837884774E+004    0.7944135339E+004    0.2254128271E+005    0.5081524583E-002    0.4019061983E+008    0.1824184195E-001    0.7667775837E+000    0.2149867117E+000    0.1928214154E-003    0.1804101729E-001    0.1865957965E-005    0.3714927469E-002    0.1189762886E-002    0.2001289528E-005    0.1748122849E-003    0.2065288143E-007
   0.1006763500E+001   -0.5010863394E+002    0.4024458287E+004    0.7842202909E+004    0.7950210664E+004    0.2254108749E+005    0.5077736424E-002    0.4021348631E+008    0.1846594084E-001    0.7670690663E+000    0.2148744388E+000    0.1913338578E-003    0.1786330829E-001    0.1852782277E-005    0.3714261173E-002    0.1188476487E-002    0.1984739544E-005    0.1729935291E-003    0.2049558043E-007
   0.1006839300E+001   -0.5074205213E+002    0.4035798571E+004    0.7846241145E+004    0.7956120873E+004    0.2254088814E+005    0.5074197634E-002    0.4023495877E+008    0.1869252523E-001    0.7673424901E+000    0.2147675508E+000    0.1899409770E-003    0.1769817771E-001    0.1840403336E-005    0.3713639982E-002    0.1187263416E-002    0.1969259479E-005    0.1713046291E-003    0.2034798592E-007
   0.1006915950E+001   -0.5138183636E+002    0.4047193362E+004    0.7850006837E+004    0.7961875037E+004    0.2254067941E+005    0.5070897558E-002    0.4025510511E+008    0.1892175969E-001    0.7675988256E+000    0.2146658698E+000    0.1886369450E-003    0.1754483892E-001    0.1828772725E-005    0.3713064113E-002    0.1186121059E-002    0.1954783328E-005    0.1697373930E-003    0.2020950831E-007
   0.1006993400E+001   -0.5202762239E+002    0.4058639256E+004    0.7853502950E+004    0.7967475324E+004    0.2254047721E+005    0.5067834361E-002    0.4027396717E+008    0.1915351425E-001    0.7678386984E+000    0.2145693433E+000    0.1874176255E-003    0.1740272278E-001    0.1817854566E-005    0.3712537688E-002    0.1185049295E-002    0.1941265924E-005    0.1682860329E-003    0.2007973028E-007
   0.1007071650E+001   -0.5267950226E+002    0.4070137758E+004    0.7856735598E+004    0.7972920600E+004    0.2254025971E+005    0.5064995280E-002    0.4029164653E+008    0.1938782192E-001    0.7680628974E+000    0.2144778425E+000    0.1862782086E-003    0.1727117423E-001    0.1807608092E-005    0.3712057916E-002    0.1184045138E-002    0.1928651393E-005    0.1669436168E-003    0.1995814157E-007
   0.1007150750E+001   -0.5333793476E+002    0.4081699571E+004    0.7859713012E+004    0.7978218176E+004    0.2254004311E+005    0.5062374522E-002    0.4030817513E+008    0.1962484686E-001    0.7682723195E+000    0.2143911816E+000    0.1852133672E-003    0.1714948756E-001    0.1797988047E-005    0.3711627803E-002    0.1183106991E-002    0.1916881589E-005    0.1657030020E-003    0.1984421384E-007
   0.1007230700E+001   -0.5400299884E+002    0.4093326659E+004    0.7862441595E+004    0.7983374740E+004    0.2253981640E+005    0.5059962012E-002    0.4032358609E+008    0.1986461654E-001    0.7684676920E+000    0.2143092312E+000    0.1842186322E-003    0.1703706919E-001    0.1788956793E-005    0.3711245936E-002    0.1182232432E-002    0.1905905661E-005    0.1645580015E-003    0.1973748613E-007
   0.1007311500E+001   -0.5467475823E+002    0.4105022295E+004    0.7864928105E+004    0.7988397462E+004    0.2253959034E+005    0.5057752478E-002    0.4033793179E+008    0.2010715215E-001    0.7686497291E+000    0.2142318564E+000    0.1832896408E-003    0.1693334441E-001    0.1780477513E-005    0.3710914254E-002    0.1181420116E-002    0.1895675890E-005    0.1635027940E-003    0.1963752717E-007
   0.1007393150E+001   -0.5535330162E+002    0.4116788335E+004    0.7867179633E+004    0.7993293433E+004    0.2253935390E+005    0.5055735704E-002    0.4035126379E+008    0.2035248349E-001    0.7688191272E+000    0.2141589177E+000    0.1824221641E-003    0.1683776047E-001    0.1772514475E-005    0.3710630884E-002    0.1180667499E-002    0.1886144252E-005    0.1625316327E-003    0.1954389995E-007
   0.1007475650E+001   -0.5603870077E+002    0.4128627985E+004    0.7869203528E+004    0.7998070135E+004    0.2253911786E+005    0.5053906351E-002    0.4036363311E+008    0.2060063356E-001    0.7689765669E+000    0.2140902713E+000    0.1816121090E-003    0.1674978471E-001    0.1765033050E-005    0.3710397355E-002    0.1179973130E-002    0.1877266124E-005    0.1616391437E-003    0.1945620004E-007
   0.1007559000E+001   -0.5673106218E+002    0.4140542958E+004    0.7871007370E+004    0.8002734918E+004    0.2253887096E+005    0.5052254145E-002    0.4037508970E+008    0.2085163762E-001    0.7691227091E+000    0.2140257699E+000    0.1808555349E-003    0.1666890747E-001    0.1757999871E-005    0.3710211372E-002    0.1179334368E-002    0.1868996755E-005    0.1608200338E-003    0.1937401901E-007
   0.1007643300E+001   -0.5743128463E+002    0.4152549136E+004    0.7872600548E+004    0.8007300484E+004    0.2253861320E+005    0.5050769882E-002    0.4038569406E+008    0.2110581830E-001    0.7692583434E+000    0.2139651966E+000    0.1801478858E-003    0.1659456078E-001    0.1751375627E-005    0.3710072267E-002    0.1178748520E-002    0.1861285735E-005    0.1600685134E-003    0.1929688996E-007
   0.1007728500E+001   -0.5813902562E+002    0.4164643144E+004    0.7873989500E+004    0.8011771729E+004    0.2253836096E+005    0.5049450826E-002    0.4039548605E+008    0.2136304754E-001    0.7693839886E+000    0.2139084444E+000    0.1794860551E-003    0.1652633588E-001    0.1745134340E-005    0.3709982169E-002    0.1178214809E-002    0.1854099839E-005    0.1593805235E-003    0.1922451568E-007
   0.1007814550E+001   -0.5885399622E+002    0.4176819330E+004    0.7875181299E+004    0.8016153548E+004    0.2253809747E+005    0.5048286453E-002    0.4040450636E+008    0.2162321584E-001    0.7695001694E+000    0.2138553937E+000    0.1788669663E-003    0.1646383065E-001    0.1739250249E-005    0.3709937483E-002    0.1177730573E-002    0.1847403398E-005    0.1587518363E-003    0.1915657264E-007
   0.1007901550E+001   -0.5957710809E+002    0.4189093193E+004    0.7876184935E+004    0.8020458389E+004    0.2253782264E+005    0.5047268328E-002    0.4041280935E+008    0.2188665051E-001    0.7696075828E+000    0.2138058354E+000    0.1782866774E-003    0.1640656145E-001    0.1733689172E-005    0.3709937297E-002    0.1177293253E-002    0.1841152865E-005    0.1581775326E-003    0.1909265536E-007
   0.1007989450E+001   -0.6030802860E+002    0.4201461314E+004    0.7877007460E+004    0.8024691593E+004    0.2253755294E+005    0.5046393662E-002    0.4042043322E+008    0.2215322556E-001    0.7697067115E+000    0.2137596490E+000    0.1777424281E-003    0.1635416867E-001    0.1728427980E-005    0.3709983312E-002    0.1176901943E-002    0.1835318814E-005    0.1576540569E-003    0.1903249987E-007
   0.1008078250E+001   -0.6104688975E+002    0.4213924029E+004    0.7877656612E+004    0.8028860467E+004    0.2253726592E+005    0.5045650446E-002    0.4042741974E+008    0.2242298402E-001    0.7697980836E+000    0.2137166826E+000    0.1772312636E-003    0.1630627910E-001    0.1723441523E-005    0.3710070721E-002    0.1176553436E-002    0.1829866564E-005    0.1571774468E-003    0.1897578625E-007
   0.1008168050E+001   -0.6179459887E+002    0.4226497268E+004    0.7878140436E+004    0.8032977089E+004    0.2253697255E+005    0.5045033831E-002    0.4043381599E+008    0.2269625235E-001    0.7698822934E+000    0.2136767437E+000    0.1767498811E-003    0.1626249435E-001    0.1718700977E-005    0.3710200404E-002    0.1176246009E-002    0.1824760590E-005    0.1567437350E-003    0.1892218245E-007
   0.1008258800E+001   -0.6255083493E+002    0.4239176666E+004    0.7878465920E+004    0.8037046697E+004    0.2253667835E+005    0.5044538963E-002    0.4043965648E+008    0.2297290822E-001    0.7699597681E+000    0.2136397096E+000    0.1762959467E-003    0.1622251219E-001    0.1714186778E-005    0.3710372037E-002    0.1175978207E-002    0.1819975233E-005    0.1563498720E-003    0.1887145697E-007
   0.1008350450E+001   -0.6331529899E+002    0.4251956944E+004    0.7878640305E+004    0.8041074521E+004    0.2253637761E+005    0.5044158372E-002    0.4044497558E+008    0.2325283675E-001    0.7700309309E+000    0.2136054516E+000    0.1758671963E-003    0.1618604044E-001    0.1709879917E-005    0.3710583316E-002    0.1175747919E-002    0.1815484655E-005    0.1559928289E-003    0.1882337495E-007
   0.1008443050E+001   -0.6408851867E+002    0.4264845835E+004    0.7878670887E+004    0.8045069958E+004    0.2253606448E+005    0.5043884412E-002    0.4044981196E+008    0.2353622571E-001    0.7700962625E+000    0.2135738045E+000    0.1754610486E-003    0.1615276612E-001    0.1705757971E-005    0.3710832167E-002    0.1175552828E-002    0.1811259777E-005    0.1556693806E-003    0.1877766432E-007
   0.1008536650E+001   -0.6487100553E+002    0.4277851868E+004    0.7878564503E+004    0.8049042345E+004    0.2253574435E+005    0.5043712387E-002    0.4045420183E+008    0.2382325748E-001    0.7701562112E+000    0.2135446112E+000    0.1750751112E-003    0.1612240068E-001    0.1701800110E-005    0.3711118432E-002    0.1175391316E-002    0.1807274530E-005    0.1553766300E-003    0.1873408145E-007
   0.1008631250E+001   -0.6566286475E+002    0.4290976524E+004    0.7878327735E+004    0.8052998744E+004    0.2253541706E+005    0.5043636719E-002    0.4045817720E+008    0.2411396571E-001    0.7702111684E+000    0.2135177345E+000    0.1747073475E-003    0.1609469181E-001    0.1697988865E-005    0.3711440888E-002    0.1175261632E-002    0.1803506167E-005    0.1551119997E-003    0.1869241605E-007
   0.1008726850E+001   -0.6646420267E+002    0.4304221199E+004    0.7877966980E+004    0.8056946123E+004    0.2253508246E+005    0.5043652041E-002    0.4046176869E+008    0.2440838451E-001    0.7702615074E+000    0.2134930392E+000    0.1743558431E-003    0.1606940320E-001    0.1694307783E-005    0.3711798315E-002    0.1175162066E-002    0.1799933279E-005    0.1548730740E-003    0.1865246980E-007
   0.1008823450E+001   -0.6727512569E+002    0.4317587212E+004    0.7877488432E+004    0.8060891336E+004    0.2253474041E+005    0.5043753203E-002    0.4046500551E+008    0.2470654815E-001    0.7703075833E+000    0.2134703931E+000    0.1740188037E-003    0.1604631411E-001    0.1690741413E-005    0.3712189502E-002    0.1175090957E-002    0.1796535772E-005    0.1546575942E-003    0.1861405617E-007
   0.1008921050E+001   -0.6809574012E+002    0.4331075798E+004    0.7876898055E+004    0.8064841103E+004    0.2253439075E+005    0.5043935284E-002    0.4046791545E+008    0.2500849106E-001    0.7703497328E+000    0.2134496664E+000    0.1736945516E-003    0.1602521898E-001    0.1687275283E-005    0.3712613263E-002    0.1175046695E-002    0.1793294832E-005    0.1544634547E-003    0.1857700016E-007
   0.1009019650E+001   -0.6892615381E+002    0.4344688114E+004    0.7876201568E+004    0.8068801996E+004    0.2253403329E+005    0.5044193589E-002    0.4047052487E+008    0.2531424839E-001    0.7703882746E+000    0.2134307330E+000    0.1733815224E-003    0.1600592690E-001    0.1683895863E-005    0.3713068431E-002    0.1175027726E-002    0.1790192884E-005    0.1542886979E-003    0.1854113789E-007
   0.1009119300E+001   -0.6976689940E+002    0.4358431159E+004    0.7875403994E+004    0.8072782213E+004    0.2253366206E+005    0.5044522604E-002    0.4047285961E+008    0.2562401217E-001    0.7704235248E+000    0.2134134630E+000    0.1730781254E-003    0.1598825351E-001    0.1680589058E-005    0.3713553202E-002    0.1175032279E-002    0.1787211799E-005    0.1541314046E-003    0.1850629629E-007
   0.1009220000E+001   -0.7061806711E+002    0.4372307017E+004    0.7874510407E+004    0.8076788188E+004    0.2253328833E+005    0.5044920774E-002    0.4047494291E+008    0.2593781190E-001    0.7704557620E+000    0.2133977404E+000    0.1727830246E-003    0.1597203727E-001    0.1677343264E-005    0.3714068416E-002    0.1175059554E-002    0.1784337445E-005    0.1539899942E-003    0.1847234392E-007
   0.1009321750E+001   -0.7147977836E+002    0.4386315584E+004    0.7873525624E+004    0.8080825754E+004    0.2253290045E+005    0.5045381641E-002    0.4047679642E+008    0.2625568880E-001    0.7704852474E+000    0.2133834533E+000    0.1724949941E-003    0.1595713019E-001    0.1674147839E-005    0.3714611166E-002    0.1175107616E-002    0.1781555079E-005    0.1538628655E-003    0.1843914178E-007
   0.1009424550E+001   -0.7235212220E+002    0.4400458843E+004    0.7872454199E+004    0.8084901012E+004    0.2253250977E+005    0.5045904131E-002    0.4047844073E+008    0.2657767254E-001    0.7705122266E+000    0.2133704942E+000    0.1722128946E-003    0.1594339530E-001    0.1670992867E-005    0.3715182390E-002    0.1175175794E-002    0.1778852739E-005    0.1537486867E-003    0.1840657843E-007
   0.1009528400E+001   -0.7323522050E+002    0.4414736505E+004    0.7871300417E+004    0.8089019412E+004    0.2253210454E+005    0.5046482226E-002    0.4047989485E+008    0.2690380516E-001    0.7705369282E+000    0.2133587601E+000    0.1719357033E-003    0.1593070810E-001    0.1667869512E-005    0.3715779260E-002    0.1175262279E-002    0.1776217907E-005    0.1536460942E-003    0.1837453613E-007
