# solver_fvmcc_F90::
# Nonequilibrium flo
# Primitive variable
#               "xc"                 "u"                 "v"                 "T"                "Te"                 "p"               "rho"                "h0"                "Mf"                 x_N                 x_O                x_NO                x_N2                x_O2               rho_N               rho_O              rho_NO              rho_N2              rho_O2
   0.1043718500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043723000E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043727500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043732500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043737500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043742500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043747500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043752500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043757500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043762500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043767500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043772500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043777500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043782500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043787500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043792500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043797500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043802500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043807500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043812500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043817500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043822500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043827500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043832500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043837500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043842000E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043846500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043851500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043856500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043861500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043866500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043871500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043876500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043881500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043886500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043891500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043896500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043901500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043906500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043911500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043916500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043921500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043926500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043931500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043936500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043941500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043946500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043951500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043956500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043961000E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043965500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043970500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043975500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043980500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043985500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043990500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1043995500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1044000500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1044005500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1044010500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1044015500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1044020500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1044025500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1044030500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1044035500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329499E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1044040500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1044045500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1044050500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1044055500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1044060500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1044065500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1044070500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027195E-012    0.3358008164E-012    0.7899998193E+000    0.2100001807E+000    0.9999999995E-016    0.1000000001E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
